update,avgR,doneEps,fps,KL,elite
111,0.383718,25,4886.82,0.000218442,45399
112,0.384101,26,4341.59,-0.000621977,45808
113,0.362493,25,4388.81,0.00166023,46217
114,0.365135,24,4616.43,0.00108033,46626
115,0.367618,28,4944.32,0.000783237,47035
116,0.401689,26,3596.07,0.000171047,47444
117,0.397636,25,5094.2,0.00358322,47853
118,0.350808,25,3679.26,-0.000321608,48262
119,0.356341,26,4785.98,-8.09279e-05,48671
120,0.389481,26,5117.52,0.00133562,49080
121,0.380731,26,4979.25,0.0033457,49489
122,0.355007,21,4663.62,0.00359913,49898
123,0.336654,24,4758.83,0.00147868,50307
124,0.361978,25,4832.98,0.00189625,50716
125,0.339292,24,4734.46,0.00115271,51125
126,0.41125,25,4953.61,0.00228621,51534
127,0.39097,24,5140.63,-0.000970654,51943
128,0.363975,26,5060.19,0.000774278,52352
129,0.386706,25,5029.84,0.00031233,52761
130,0.376405,28,5055.91,0.00243473,53170
131,0.422116,24,5009.49,0.00163879,53579
132,0.351601,25,5013.52,0.000981317,53988
133,0.371111,26,5088.73,0.000703127,54397
134,0.387576,27,5060.82,0.000994241,54806
135,0.415536,26,5144.68,0.00055135,55215
136,0.385432,24,5076.53,0.000538735,55624
137,0.359918,26,5045.72,0.000488839,56033
138,0.374333,27,4974.07,0.00321422,56442
139,0.402328,26,4784.34,0.000871807,56851
140,0.374731,21,4713.46,0.000467692,57260
141,0.351026,24,4850.33,-0.000197969,57669
142,0.369651,26,5039.87,0.00140099,58078
143,0.386526,27,5077.4,0.000204792,58487
144,0.414542,26,5173.1,0.000910728,58896
145,0.392467,24,5121.27,0.000119167,59305
146,0.360214,25,4747.51,0.00148639,59714
147,0.368176,27,5028.94,0.000768812,60123
148,0.39566,27,5096.93,0.00189568,60532
149,0.426527,25,5120.89,0.000461765,60941
150,0.30666,19,4681.64,0.000590316,61350
151,0.340635,21,4632.02,-0.000713323,61759
152,0.37416,27,4897.8,0.00259515,62168
153,0.395281,26,4998.06,0.00241472,62577
154,0.408385,26,5057.7,0.00387912,62986
155,0.399077,25,5048.79,0.00226382,63395
156,0.388751,25,4992.29,0.0015364,63804
157,0.370669,25,5093.42,0.00141161,64213
158,0.377513,29,5059.3,0.00195897,64622
159,0.424062,23,4901.09,0.00106149,65031
160,0.340169,21,4510.73,0.00166068,65440
161,0.370062,26,4805.07,0.000157295,65849
162,0.409604,25,4881.8,0.000829124,66258
163,0.398177,27,5027.5,0.000713309,66667
164,0.418881,25,4998.86,0.00204666,67076
165,0.383885,25,4980.16,0.00117795,67485
166,0.385299,25,4972,0.00317816,67894
167,0.39371,28,5004.55,0.00261102,68303
168,0.41238,25,5108.52,0.00194771,68712
169,0.381037,26,5025.94,0.00187865,69121
170,0.389251,25,5019.71,-0.000418462,69530
171,0.38818,28,5001.38,0.000248637,69939
172,0.409065,25,5125.49,0.000855179,70348
173,0.401091,24,5145.38,0.00188097,70757
174,0.397128,27,5082.29,0.00303639,71166
175,0.395504,25,5053.8,0.00318964,71575
176,0.397099,27,5016.44,0.00127076,71984
177,0.435721,25,5041.62,0.000537036,72393
178,0.385175,26,5014.14,0.00276905,72802
179,0.390827,25,4821.1,0.00240128,73211
180,0.391545,28,4888.4,0.00223967,73620
181,0.389821,22,4748.97,0.00227557,74029
182,0.352166,22,4602.81,0.000614624,74438
183,0.353997,23,4624.23,0.000501003,74847
184,0.385638,25,4833.95,0.000391465,75256
185,0.415342,24,4824.83,0.00057225,75665
186,0.390105,27,4980.69,0.000766552,76074
187,0.422965,25,5071.45,0.000754377,76483
188,0.391651,26,5015.46,0.00120942,76892
189,0.397702,26,4962.56,0.00237728,77301
190,0.401621,26,4902.35,0.00232999,77710
191,0.399416,25,4968.65,0.00150042,78119
192,0.411047,26,4987.65,0.00260079,78528
193,0.406575,26,4989.52,-9.78905e-05,78937
194,0.38893,25,4966.61,0.00118134,79346
195,0.408978,27,4958.18,0.000664666,79755
196,0.405773,25,4985.81,0.00182991,80164
197,0.405269,26,4997.5,0.000890997,80573
198,0.380664,24,4854.98,0.000498357,80982
199,0.3741,23,4577.79,-0.000304615,81391
200,0.414035,26,4867.4,5.33214e-05,81800
201,0.418824,25,5025.16,0.000444846,82209
202,0.396784,26,5024.78,-7.9352e-05,82618
203,0.397396,25,5019.67,0.000362601,83027
204,0.407388,27,5057.04,0.00211474,83436
205,0.423812,26,5010.28,0.00349192,83845
206,0.412186,25,5035,0.00132886,84254
207,0.405913,25,4996.05,-0.000714724,84663
208,0.409825,26,4928.85,0.000804644,85072
209,0.405726,27,4961.48,0.00339755,85481
210,0.42172,25,5017.66,0.00115301,85890
211,0.410024,24,4853.65,0.00226912,86299
212,0.374863,22,4784.69,0.00114218,86708
213,0.411524,25,4943.3,0.00242554,87117
214,0.365833,23,3699.44,-0.000271645,87526
215,0.322234,21,4481.48,0.00300834,87935
216,0.412876,24,4724.12,-0.00137173,88344
217,0.411662,25,4940.6,0.00147595,88753
218,0.402469,25,4936.07,0.00133597,89162
219,0.359867,21,4519.88,0.00307932,89571
220,0.357486,22,4626.12,0.000158531,89980
221,0.392252,23,4729.31,0.000865023,90389
222,0.404991,25,5025.08,0.0003612,90798
223,0.403564,28,5041.11,0.00139117,91207
224,0.438643,25,5070.85,0.0022358,91616
225,0.415773,25,4984.66,0.000534586,92025
226,0.404916,26,4957.05,0.00117375,92434
227,0.379656,23,4627.08,0.00258362,92843
228,0.391282,25,4613.92,0.000772672,93252
229,0.420093,23,4943.8,0.00153198,93661
230,0.356816,21,4652.91,0.00389868,94070
231,0.372848,27,4905.69,0.0015515,94479
232,0.43658,28,4966.05,0.00192391,94888
233,0.439786,24,5090.11,1.03268e-05,95297
234,0.411341,24,5151.44,0.00196091,95706
235,0.395175,26,5083.03,0.00154153,96115
236,0.395278,27,5127.36,0.00120933,96524
237,0.439689,27,5091.66,0.00260142,96933
238,0.448237,24,5132.31,0.000851311,97342
239,0.367923,22,4852.29,-4.13864e-05,97751
240,0.352481,23,4675.61,0.00180378,98160
241,0.407511,27,4973.9,0.000523446,98569
242,0.439814,27,5042.2,0.0017243,98978
243,0.399357,22,4808.05,0.00322661,99387
244,0.343634,22,4568.59,0.000196494,99796
245,0.397473,25,4953.54,0.00110756,100000
246,0.418706,27,4945.11,0.000235097,100000
247,0.418198,26,4898.03,0.00207565,100000
248,0.426511,25,4954.72,0.00108306,100000
249,0.33718,19,4493.1,0.000350399,100000
250,0.314894,21,4108.95,0.00303584,100000
251,0.414874,28,5036.84,0.000541441,100000
252,0.443274,26,5032.26,0.000537306,100000
253,0.429077,24,5041.49,-7.97776e-05,100000
254,0.390786,25,4929.67,0.00150192,100000
255,0.399623,27,5008.79,0.00404636,100000
256,0.430825,27,4761.6,0.00128687,100000
257,0.433205,25,4959.8,0.00213964,100000
258,0.413454,25,4990.1,0.00211349,100000
259,0.397902,26,5006.78,0.000490112,100000
260,0.418508,25,5048.74,0.00143931,100000
261,0.377914,24,4751.62,0.000178737,100000
262,0.411201,23,4735.43,0.00171571,100000
263,0.409102,25,4983.29,0.00297972,100000
264,0.389022,26,5006.77,0.002572,100000
265,0.427114,26,4992.46,0.0019576,100000
266,0.428974,26,5025.54,0.00236074,100000
267,0.423535,24,5013.95,0.00173656,100000
268,0.396728,27,5011.9,0.00435207,100000
269,0.430307,25,5030.77,0.00056317,100000
270,0.411762,28,5000.28,-0.000334491,100000
271,0.431323,24,4930.83,0.00197484,100000
272,0.399797,26,4697.45,0.00329424,100000
273,0.420901,25,4679.14,0.00144879,100000
274,0.375236,20,4475.52,0.00170048,100000
275,0.356547,22,4472,0.00054194,100000
276,0.41107,25,4786.54,0.00192237,100000
277,0.403875,28,4981.44,0.000491705,100000
278,0.448487,24,5075.63,0.0017213,100000
279,0.426245,25,4936.74,0.00226554,100000
280,0.404528,25,5039.12,0.000474346,100000
281,0.36015,24,4679.63,0.000284075,100000
282,0.385766,21,4481.01,0.00194049,100000
283,0.39897,23,4455.76,0.00376467,100000
284,0.412981,24,4909.78,0.00314014,100000
285,0.404002,27,4823.5,0.000876242,100000
286,0.386358,23,4551.02,0.00169251,100000
287,0.416548,23,4626.59,0.00137092,100000
288,0.381099,23,4510.82,0.00110749,100000
289,0.365116,22,4480.53,0.000717682,100000
290,0.401686,28,4809.84,-7.46784e-05,100000
291,0.465179,26,4933.17,-0.000660808,100000
292,0.429984,25,4988.47,0.00253942,100000
293,0.409218,23,4952.03,0.000434607,100000
294,0.369962,23,4430.42,0.00283733,100000
295,0.409761,25,4698.91,0.000421297,100000
296,0.43436,27,4966.8,0.000331638,100000
297,0.41018,21,4624.36,0.00323086,100000
298,0.386603,22,4585.08,0.00361309,100000
299,0.361349,22,4623.16,0.00300791,100000
300,0.377288,26,4757.95,0.00209592,100000
301,0.432006,27,5018.18,0.00248921,100000
302,0.446033,24,4903.9,0.0025799,100000
303,0.416115,24,4964.47,0.000555104,100000
304,0.400845,24,4912.84,0.00241803,100000
305,0.408473,29,4877.99,0.00057876,100000
306,0.418537,23,4768.19,0.00192066,100000
307,0.387552,22,4612.69,-0.000485585,100000
308,0.430289,25,4996.61,0.00062077,100000
309,0.405866,25,4927.34,0.000889304,100000
310,0.42348,26,5036.33,0.00113251,100000
311,0.402156,22,4677.4,0.00219072,100000
312,0.366805,23,4633.33,0.00164825,100000
313,0.420198,26,4967.34,0.0013987,100000
314,0.427925,24,4915.87,0.00195685,100000
315,0.437079,25,4933.03,0.00307567,100000
316,0.434201,24,4961.51,0.0016586,100000
317,0.369319,21,4637.93,0.000745822,100000
318,0.352889,21,4162.16,0.00139009,100000
319,0.389262,21,4569.89,0.00129469,100000
320,0.330787,17,4460.8,0.00133621,100000
321,0.345126,19,4421.68,0.00128978,100000
322,0.430694,26,4766.48,0.000360329,100000
323,0.37313,20,4759.98,-0.000272841,100000
324,0.31972,16,4463.2,0.0024259,100000
325,0.350982,20,4511.11,0.00255975,100000
326,0.365271,21,4349.31,0.000701338,100000
327,0.370712,20,4394.52,0.000168799,100000
328,0.389427,23,4529.48,0.000363622,100000
329,0.421008,24,5000.01,0.00206374,100000
330,0.362031,21,4495.29,0.0036513,100000
331,0.353305,20,4530.43,0.00105958,100000
332,0.403054,25,4784.2,0.00138297,100000
333,0.432493,24,4951.82,0.00418216,100000
334,0.346621,18,4540.37,0.00205913,100000
335,0.316562,16,4423.81,0.000965274,100000
336,0.40153,22,4754.65,0.000427767,100000
337,0.411255,26,4888.89,0.00142964,100000
338,0.433258,24,4919.36,0.00226266,100000
339,0.363594,20,4757.6,-0.000114582,100000
340,0.392325,20,4690.11,0.00244815,100000
341,0.426202,26,4898.23,0.000897384,100000
342,0.353714,18,4615.65,0.00429403,100000
343,0.358195,20,4601.33,0.00176931,100000
344,0.426736,24,4851.33,0.000452257,100000
345,0.429375,23,3483.8,0.000764146,100000
346,0.407472,23,4550.36,0.00172938,100000
347,0.38579,20,4458.53,0.00154732,100000
348,0.399126,23,4683.73,0.00296912,100000
349,0.273839,12,4068.05,0.000619395,100000
350,0.332147,16,3975.63,0.0012932,100000
351,0.401612,22,3851.11,0.00163193,100000
352,0.346901,19,3645.87,-1.68136e-06,100000
353,0.336033,18,3264.06,0.00236217,100000
354,0.355053,19,4041.73,0.00204029,100000
355,0.37818,21,4352.44,0.00157296,100000
356,0.400373,20,4631.41,0.00109114,100000
357,0.357012,17,4275.21,0.000136344,100000
358,0.352392,20,4371.1,0.00234398,100000
359,0.278841,12,4268.03,0.00183006,100000
360,0.321193,18,4306.93,0.00269119,100000
361,0.409571,20,4543.4,0.00256519,100000
362,0.316362,15,4522.11,0.00121189,100000
363,0.378785,20,4537.14,0.00257537,100000
364,0.406274,23,4710.67,0.000459156,100000
365,0.301874,14,4398.21,-0.000315194,100000
366,0.312337,14,4192.17,-0.000636569,100000
367,0.373246,20,4546.95,0.00166937,100000
368,0.34857,19,4519.92,0.00339666,100000
369,0.396183,20,4523.62,-0.000246303,100000
370,0.366804,20,4630.14,-0.000518191,100000
371,0.342607,16,4528.97,0.00143013,100000
372,0.375732,18,4547.64,0.00138078,100000
373,0.365179,19,4363.45,0.00224433,100000
374,0.403698,21,4533.41,0.00223065,100000
375,0.35313,21,4471.11,0.00326854,100000
376,0.436094,23,4731.16,0.00195386,100000
377,0.419111,20,4760.1,-0.000149099,100000
378,0.351074,20,4556.31,0.00232925,100000
379,0.40165,20,4685.52,0.00125465,100000
380,0.388871,19,4561.95,0.00207474,100000
381,0.322517,16,4347.6,0.00111217,100000
382,0.256442,13,4097.93,0.000621166,100000
383,0.38651,21,4636.69,0.00253727,100000
384,0.394016,18,4671.11,0.00410331,100000
385,0.276643,13,4388.75,0.00318405,100000
386,0.288091,13,4271.52,0.0021727,100000
387,0.304626,15,4205.02,0.00213206,100000
388,0.388341,22,4555.51,0.000477436,100000
389,0.413437,20,4742.32,0.00270927,100000
390,0.331242,17,4449.88,0.00128,100000
391,0.348596,18,4020.64,0.00210941,100000
392,0.374218,20,4357.66,0.00178019,100000
393,0.369581,21,4538.44,0.00172163,100000
394,0.311285,14,4539.61,0.0033226,100000
395,0.302431,13,4405.95,0.000494365,100000
396,0.306912,16,4082.38,0.000644603,100000
397,0.383052,21,4500.02,0.00272707,100000
398,0.304376,12,4270.76,-0.000354169,100000
399,0.25959,14,4052.59,0.00344767,100000
400,0.354637,19,4231.94,-0.000141578,100000
401,0.39181,18,4476.67,0.001221,100000
402,0.335649,14,4475.29,0.000535059,100000
403,0.329933,18,4400.83,0.00200557,100000
404,0.4283,21,4696.43,0.000622663,100000
405,0.337295,16,4259.34,0.00163896,100000
406,0.297071,15,4407.05,0.00190691,100000
407,0.294787,13,4431.56,0.00153657,100000
408,0.334125,16,4394.11,0.000483362,100000
409,0.370104,20,4559.24,0.00155239,100000
410,0.373751,18,4567.52,0.00163261,100000
411,0.42001,23,4723.26,0.00263554,100000
412,0.413161,21,4677.62,0.00107436,100000
413,0.345599,18,4356.67,0.00227661,100000
414,0.343244,16,4497,0.00236848,100000
415,0.36039,19,3299.85,0.000683499,100000
416,0.352424,18,4503.92,0.00314364,100000
417,0.388421,19,4399.34,0.00255406,100000
418,0.39185,20,4523.13,0.00245075,100000
419,0.346533,17,4216.06,0.00496954,100000
420,0.343935,18,4159.88,0.000804215,100000
421,0.378983,21,4496.17,0.00141467,100000
422,0.399488,20,4645.63,0.00115339,100000
423,0.358815,15,4432.97,0.00163727,100000
424,0.23861,11,4062.25,-0.000388654,100000
425,0.341478,16,3987.55,0.00194462,100000
426,0.380234,20,4247.39,0.000675941,100000
427,0.304377,15,4106.47,0.00115362,100000
428,0.32805,16,3836.22,0.0012146,100000
429,0.408096,20,4302.4,0.000191519,100000
430,0.316342,14,3745.3,0.00225404,100000
431,0.291425,14,3957.64,0.00222897,100000
432,0.353259,18,4380.78,0.00224686,100000
433,0.370551,19,4559.36,0.000492734,100000
434,0.322427,17,4319.06,0.00303969,100000
435,0.358764,19,3896.9,0.00175058,100000
436,0.340078,15,4430.48,0.00490924,100000
437,0.410029,21,4508.81,0.00135954,100000
438,0.396089,21,4373.18,0.000859921,100000
439,0.409488,22,4079.14,0.000497578,100000
440,0.421638,20,4527.3,0.00118872,100000
441,0.367227,20,4592.9,0.000657411,100000
442,0.292527,14,4148.69,0.00214952,100000
443,0.332499,17,3707.01,0.00131585,100000
444,0.293689,13,3033.83,0.00348557,100000
445,0.281505,12,3449.66,0.001161,100000
446,0.303294,15,3409.24,0.00180756,100000
447,0.332463,18,3626.59,0.000474221,100000
448,0.419196,21,4630.13,0.0023318,100000
449,0.367577,18,3827.96,0.00160265,100000
450,0.31692,15,3344.5,0.00376647,100000
451,0.300403,14,4305.92,0.00162462,100000
