update,avgR,doneEps,fps,KL,elite
198,0.388506,28,5050.13,0.00158609,80982
199,0.417917,23,5032.13,0.00310284,81391
200,0.362262,23,4519.92,0.000694291,81800
201,0.407658,25,4662.36,0.00141456,82209
202,0.410997,24,4937.04,0.00317796,82618
203,0.410375,27,4920.63,0.000725864,83027
204,0.433983,25,4930.43,0.00142642,83436
205,0.410616,26,5019.1,0.000663932,83845
206,0.407644,25,4890.61,0.000960659,84254
207,0.369391,22,4548.27,0.00242357,84663
208,0.404091,24,4855.4,0.000899813,85072
209,0.414986,28,5008.47,0.00231052,85481
210,0.446992,26,5031.02,0.000625307,85890
211,0.411666,25,4975.08,0.000200758,86299
212,0.410257,25,4924.91,0.000330642,86708
213,0.410151,27,4927.31,0.00228654,87117
214,0.41954,25,4763.11,0.000948187,87526
215,0.433829,26,4974.15,0.00210214,87935
216,0.436442,25,4962.38,0.00334602,88344
217,0.417893,26,4985.56,0.00143317,88753
218,0.424458,25,4965.51,0.00112111,89162
219,0.409729,27,4931.43,0.001261,89571
220,0.399635,22,4618.16,0.000828937,89980
221,0.395847,25,4661.64,8.49986e-05,90389
222,0.402979,22,4681.4,0.00063404,90798
223,0.376493,22,4488.23,0.00319486,91207
224,0.420733,27,4983.49,-5.57069e-05,91616
225,0.439161,25,5000.18,0.00336516,92025
226,0.414478,27,5002.12,0.000554965,92434
227,0.430785,24,4971.46,0.000748697,92843
228,0.426969,28,4944.72,0.00157789,93252
229,0.446255,25,4943.21,0.000593518,93661
230,0.422725,26,4950.07,0.00188349,94070
231,0.412148,23,4842.46,0.000917046,94479
232,0.384903,24,4619.51,0.00267044,94888
233,0.431931,23,4828.66,0.00156246,95297
234,0.369034,21,4670.53,0.00161318,95706
235,0.388144,24,4802.15,0.000931626,96115
236,0.382832,24,4583.08,0.000328877,96524
237,0.433405,25,4798.42,0.00444488,96933
238,0.444565,26,4918.64,0.00258206,97342
239,0.433442,25,4927.03,0.000346719,97751
240,0.415298,26,4777.69,0.00128783,98160
241,0.415417,25,4911.31,0.00197193,98569
242,0.429553,27,4967.57,0.000773875,98978
243,0.434014,24,4898.98,0.000635906,99387
244,0.413743,28,4971.75,0.000255479,99796
245,0.439657,24,4937.58,0.00108402,100000
246,0.421989,26,4925.51,0.00376405,100000
247,0.424876,25,4999.81,0.000142681,100000
248,0.421337,26,4814.38,0.00116646,100000
249,0.422489,27,4834.68,0.00213297,100000
250,0.443074,25,4640.32,0.0011218,100000
251,0.42566,26,4961.11,0.00208911,100000
252,0.378604,22,4671.51,0.0021138,100000
253,0.388908,25,4597.13,-0.000440451,100000
254,0.440636,23,4834.31,0.00210576,100000
255,0.340955,20,4505.02,0.00223576,100000
256,0.372263,23,4578.72,0.00151035,100000
257,0.404507,27,4815.39,0.00221561,100000
258,0.437441,22,4635.78,0.00185189,100000
259,0.399144,22,4630.47,0.00125632,100000
260,0.405783,25,4967.45,0.00134674,100000
261,0.413351,26,4917.01,0.00403324,100000
262,0.451526,28,4930.91,0.00113787,100000
263,0.449811,25,5000.98,0.00196036,100000
264,0.417599,24,5006.87,-0.000459221,100000
265,0.403521,25,4888.13,0.00559753,100000
266,0.417897,29,4964.61,0.00408742,100000
267,0.478186,26,5102.36,-0.00057374,100000
268,0.445367,23,5022.33,-0.000376891,100000
269,0.336992,19,4306.24,0.00251919,100000
270,0.320217,20,4229.14,0.000669705,100000
271,0.372846,21,4528.94,0.00312231,100000
272,0.333979,19,4101.18,0.00282079,100000
273,0.380531,21,4476.88,0.000749059,100000
274,0.417915,23,4901.99,0.00305468,100000
275,0.403535,26,4995.05,-0.00149048,100000
276,0.429917,26,4889.5,0.00181057,100000
277,0.458691,28,4965.82,0.00103309,100000
278,0.46381,24,4901.85,0.000398456,100000
279,0.368041,22,4681.9,0.000496595,100000
280,0.363611,24,4567.14,0.00140951,100000
281,0.44313,28,4864.19,0.000876349,100000
282,0.4724,25,4963.99,0.00138315,100000
283,0.41786,22,4774.78,0.00155277,100000
284,0.366373,23,4542.36,0.000376078,100000
285,0.415907,26,4834.13,-0.000441109,100000
286,0.450049,26,4873.22,-0.000685708,100000
287,0.429924,26,4885.03,0.00151936,100000
288,0.434778,24,4920.22,0.00192169,100000
289,0.430203,26,4966.51,0.00173435,100000
290,0.44583,26,4933.98,0.00175101,100000
291,0.432181,26,4970.5,0.00118275,100000
292,0.428167,26,4936.97,0.003154,100000
293,0.431916,25,4956.62,0.00220459,100000
294,0.407244,23,4735.65,-3.67322e-05,100000
295,0.355974,24,4617.18,0.000996259,100000
296,0.407977,22,4520.49,0.000371975,100000
297,0.437803,24,4696.05,0.0029567,100000
298,0.372752,20,4511.6,0.00119988,100000
299,0.357123,21,4586.85,0.00295364,100000
300,0.405317,25,4902.69,0.0011883,100000
301,0.416105,25,4871.41,0.000333804,100000
302,0.404081,22,4560.16,0.00272268,100000
303,0.418823,24,4752.44,0.00148385,100000
304,0.416725,27,4881.74,0.00235641,100000
305,0.435708,24,4797.52,0.00160686,100000
306,0.389674,22,4625.29,0.00235455,100000
307,0.361508,20,4603.58,0.00237357,100000
308,0.380766,24,4680.13,0.00276023,100000
309,0.388363,24,4562.81,-0.000100112,100000
310,0.432451,24,4683.29,0.00328814,100000
311,0.445589,25,4989.58,-0.000177785,100000
312,0.424266,25,5021.53,0.00147533,100000
313,0.407684,28,3906.19,0.00208697,100000
314,0.453094,25,5049.67,0.0014575,100000
315,0.440809,26,4917.96,0.000318276,100000
316,0.425428,25,4963.23,0.00224409,100000
317,0.413762,25,4958.1,0.00127635,100000
318,0.437113,27,4927.48,0.000908167,100000
319,0.45733,25,4947.89,0.00216009,100000
320,0.427254,25,4892.99,0.000569837,100000
321,0.431209,26,4898.5,0.000328365,100000
322,0.419201,26,4881.83,0.00104812,100000
323,0.438579,26,4905.17,9.49249e-05,100000
324,0.438331,26,4897.91,0.000617116,100000
325,0.427677,24,4889,0.00388856,100000
326,0.371697,23,4454.21,0.00401536,100000
327,0.418272,24,4611.11,0.00242373,100000
328,0.441672,26,4917.22,0.00180753,100000
329,0.436661,25,4870.18,0.0017783,100000
330,0.413981,24,4903.36,-0.00015811,100000
331,0.377557,23,4613.2,0.000426719,100000
332,0.44334,26,4789.85,1.62493e-06,100000
333,0.451947,25,4923.76,0.00303456,100000
334,0.389984,23,4669.28,0.00115776,100000
335,0.384953,23,4588.99,0.00199941,100000
336,0.419951,25,4799.54,-9.00755e-05,100000
337,0.412232,23,4548.62,0.00292598,100000
338,0.429475,24,4864.56,0.00148699,100000
339,0.391934,23,4670.81,0.00038372,100000
340,0.352698,21,4032.98,0.00215752,100000
341,0.407404,25,4476.02,0.00102949,100000
342,0.453008,24,4973.2,0.00137988,100000
343,0.389745,22,4679.87,0.000670178,100000
344,0.369472,24,4498.4,0.00285397,100000
345,0.436047,26,4957.98,0.00209597,100000
346,0.434118,23,4726.08,0.00211307,100000
347,0.380786,23,4586.33,0.00245702,100000
348,0.444004,25,4871.16,-0.000324686,100000
349,0.431619,26,4899.58,0.00026623,100000
350,0.453969,27,4943.19,-0.000525334,100000
351,0.447304,25,4923.93,-2.4868e-05,100000
352,0.433307,25,4852,0.00277289,100000
353,0.423908,27,4869.41,0.000894509,100000
354,0.441522,26,4876.69,0.00116494,100000
355,0.453816,26,4828.49,0.00103493,100000
356,0.408689,24,4788.94,0.00045211,100000
357,0.388949,22,4487.77,-0.000361046,100000
358,0.416528,24,4763.66,0.00410463,100000
359,0.436688,27,4904.22,0.000274873,100000
360,0.452022,26,4956.51,-0.000483608,100000
361,0.439289,26,4969.01,0.00101118,100000
362,0.445843,25,4915.03,0.000901307,100000
363,0.405621,26,4941.76,0.000512,100000
364,0.434322,25,4848.99,0.00290465,100000
365,0.436255,28,4917.57,0.00239914,100000
366,0.468469,24,4995.28,0.00304533,100000
367,0.421973,25,4938.65,8.18662e-05,100000
368,0.421994,25,4937.74,0.000536527,100000
369,0.419021,26,4779.17,0.00267315,100000
370,0.379742,20,4480.53,0.00061964,100000
371,0.40329,21,4509.9,0.00232846,100000
372,0.420227,25,4952.91,0.0020679,100000
373,0.396767,26,4960.51,0.00114206,100000
374,0.435062,27,4949.11,0.00262962,100000
375,0.419704,22,4576.66,0.000946367,100000
376,0.421248,24,4748.05,0.0010442,100000
377,0.419565,24,4872.86,0.00201804,100000
378,0.407499,25,3651,0.00063819,100000
379,0.443124,30,4286.17,0.000435871,100000
380,0.464286,22,4167.29,0.00355602,100000
381,0.381767,22,3279.32,0.00247834,100000
382,0.430034,25,4540.18,0.00306835,100000
383,0.407736,27,3323.73,0.00158874,100000
384,0.417448,21,3487.2,0.00228812,100000
385,0.407086,22,3723.26,0.000835044,100000
386,0.368087,23,4567.2,0.00280879,100000
387,0.41731,26,3278.99,8.53915e-05,100000
388,0.456384,27,4494.29,0.00104491,100000
389,0.463984,24,4859.98,0.000342216,100000
390,0.410644,25,4790.14,0.000970807,100000
391,0.432326,27,4778.61,0.00207004,100000
392,0.44847,26,4851.42,0.000155236,100000
393,0.436579,26,4905.03,0.00014005,100000
394,0.438008,25,4890.51,0.00323318,100000
395,0.410374,26,4870.33,5.04048e-05,100000
396,0.446056,24,4767.9,-5.78406e-05,100000
397,0.428525,28,4795.41,0.00150177,100000
398,0.453444,25,4902.88,0.00080502,100000
399,0.426857,24,3434.06,0.00328998,100000
400,0.388351,23,4388.64,0.00268216,100000
401,0.4354,24,3801.18,0.00233851,100000
402,0.434928,27,4603.01,0.00261038,100000
403,0.449407,26,4778.57,-0.000451659,100000
404,0.443528,26,4889.96,0.00224493,100000
405,0.439035,25,4956.05,0.00111856,100000
406,0.415261,25,4382.37,0.00236926,100000
407,0.426576,26,4678.75,0.002528,100000
408,0.455133,28,4956.55,-0.000122182,100000
409,0.463706,24,4978.81,0.00241307,100000
410,0.389219,22,4461.71,0.00111816,100000
411,0.354156,19,4434.3,0.000357599,100000
412,0.361319,21,3448.74,0.00328043,100000
413,0.426064,26,4739.66,0.00134505,100000
414,0.440907,23,4695.56,0.00226926,100000
415,0.379516,23,4376.21,0.00264332,100000
416,0.442519,24,4774.21,0.00329583,100000
417,0.424339,27,4872.08,0.00331471,100000
418,0.442299,25,4841.68,0.00273234,100000
419,0.407364,24,4603.29,0.00147673,100000
420,0.395687,22,4460.14,0.00229591,100000
421,0.432166,27,4845.2,0.00266198,100000
422,0.461005,25,4920.06,1.72324e-05,100000
423,0.429926,25,4909.43,0.00126388,100000
424,0.371235,24,4594.62,0.00252459,100000
425,0.421831,23,4636.73,0.0018726,100000
426,0.436104,26,4909.74,0.000943722,100000
427,0.445878,26,4909.06,0.00195937,100000
428,0.410047,23,4646.87,0.00249201,100000
429,0.381088,22,4563.97,0.000531672,100000
430,0.43533,27,4973.41,0.00314595,100000
431,0.467918,26,4978.19,-6.12756e-05,100000
432,0.446831,25,4972.5,0.00106064,100000
433,0.429472,25,4908.75,0.000613346,100000
434,0.390978,25,4652.26,0.000779872,100000
435,0.41514,22,4487.81,0.00205635,100000
436,0.436717,26,4940.18,0.00173337,100000
437,0.420427,26,4868.96,0.00104997,100000
438,0.436824,26,4907.15,0.00175644,100000
439,0.417323,21,4473.68,0.00185652,100000
440,0.391236,25,4552.12,0.00251418,100000
441,0.453705,24,4867.24,-8.48499e-05,100000
442,0.416857,26,4921.34,0.000664486,100000
443,0.408055,25,4766.65,0.00476025,100000
444,0.401546,24,4569.88,0.000980327,100000
445,0.437123,24,4779.91,0.00197161,100000
446,0.425816,24,4930.25,0.0011115,100000
447,0.417606,27,4770.83,0.00105143,100000
448,0.448062,27,4822.42,0.000986022,100000
449,0.468563,25,3784.83,0.0018053,100000
450,0.427042,25,4969.22,0.00103395,100000
451,0.42501,26,4868.62,0.000986096,100000
452,0.399488,24,4601.4,0.00234854,100000
453,0.450701,23,4609.26,-0.000541506,100000
454,0.430198,26,4814.09,0.00284435,100000
455,0.406776,22,4670.78,0.00184171,100000
456,0.373194,23,4474.77,0.000701108,100000
457,0.438268,25,4889.11,0.000261725,100000
458,0.38253,23,4579.15,0.00160981,100000
459,0.425916,24,4704.4,0.00250636,100000
460,0.401807,21,4548.85,0.000820684,100000
461,0.356899,20,4440.58,0.00103012,100000
462,0.414423,23,4583.09,0.00383338,100000
463,0.398228,24,4486.82,0.00427299,100000
464,0.435788,24,4777.66,0.00330978,100000
465,0.441801,27,4907.53,0.00175802,100000
466,0.436758,23,4844.71,0.00291509,100000
467,0.373648,23,4528.22,0.00132857,100000
468,0.445577,26,4656.44,0.000864382,100000
469,0.465293,25,4870.92,0.00135901,100000
470,0.437333,24,4944.23,0.00148231,100000
471,0.427001,23,4802.84,0.00047741,100000
472,0.379083,23,4527.68,0.000908681,100000
473,0.436377,26,4738.39,-0.000117128,100000
474,0.456204,24,4877.72,0.00240165,100000
475,0.450496,25,4827.39,0.000880881,100000
476,0.432779,25,4819.99,0.000968365,100000
477,0.428138,24,4939.6,0.00325438,100000
478,0.446828,26,4816.1,0.00319706,100000
479,0.441012,26,4753.33,0.00155631,100000
480,0.446244,24,4826.51,0.00350603,100000
481,0.459789,26,4887.52,0.00160697,100000
482,0.460932,24,4853.58,0.00237651,100000
483,0.443109,24,4880.57,0.00168452,100000
484,0.381812,20,4593.45,0.0022396,100000
485,0.311697,16,4224.42,0.00055919,100000
486,0.382146,21,4495.24,0.000943054,100000
487,0.396931,22,4587.94,4.86899e-05,100000
488,0.40779,20,4598.49,0.000613976,100000
489,0.35715,19,4416.73,0.000891582,100000
490,0.411355,22,4340.88,0.00130377,100000
491,0.445523,25,4918.63,0.00165724,100000
492,0.415026,21,4661.26,0.00164109,100000
493,0.408185,22,4538.86,0.00399986,100000
494,0.444152,24,4850.51,0.0014776,100000
495,0.424113,23,4745.8,0.00311866,100000
496,0.392835,21,4484.44,0.000643028,100000
497,0.41019,21,4564.84,-0.000141231,100000
498,0.403699,21,4609.93,0.000712478,100000
499,0.420162,21,4689.22,0.000856151,100000
500,0.423783,23,4770.63,0.000462032,100000
501,0.353293,18,4216.55,0.00155271,100000
502,0.396908,20,4422.53,-0.000509006,100000
503,0.454577,23,3845.1,0.00223412,100000
504,0.423011,22,4289.54,0.00124162,100000
505,0.390252,21,4557,0.00336161,100000
506,0.42721,22,4744.45,0.00102955,100000
507,0.445881,23,4904.09,0.00210973,100000
508,0.403365,21,4436.31,0.000941463,100000
509,0.394366,20,4225.93,0.00180496,100000
510,0.337443,17,4376.58,0.00152302,100000
511,0.415474,22,4520.29,0.00133838,100000
512,0.410138,21,4570.2,0.00096741,100000
513,0.375594,20,4515.59,0.00437586,100000
514,0.376857,18,4432.34,0.000157636,100000
515,0.343906,15,4357.8,0.00151604,100000
516,0.3769,18,4390.49,0.00157951,100000
517,0.390701,20,4498.16,0.00263854,100000
518,0.387794,20,4560.92,0.000774677,100000
519,0.301462,14,4356.51,0.00137727,100000
520,0.36042,18,4475.83,0.00113285,100000
521,0.415051,19,4567.92,0.00111177,100000
522,0.413982,22,4624.03,0.00151829,100000
523,0.436152,24,4547.29,0.00119264,100000
524,0.41452,19,4644.81,0.000427047,100000
525,0.322325,18,4425.83,0.00157401,100000
526,0.384998,20,4504.21,0.005217,100000
527,0.364723,16,4409.07,0.000468536,100000
528,0.390907,19,4458.24,0.00186254,100000
529,0.385135,19,4524.63,0.000126253,100000
530,0.421981,21,4568.53,8.46223e-06,100000
531,0.404776,20,4440.57,0.00369502,100000
532,0.396363,21,4478.58,0.00215187,100000
533,0.378927,17,4527.9,0.00125085,100000
534,0.354419,18,4374.38,-2.25538e-06,100000
535,0.310525,15,4344.49,0.00173629,100000
536,0.361653,18,4294.4,0.00455445,100000
537,0.396865,21,4546.54,0.00306899,100000
538,0.433225,24,4753.55,9.32021e-05,100000
539,0.419326,22,4577.2,-0.000148683,100000
540,0.366789,19,4059.95,0.000765122,100000
541,0.388114,17,4112.38,0.00174609,100000
542,0.433787,22,4582.84,0.00202807,100000
543,0.36835,20,4406,0.00211378,100000
544,0.345029,16,4473.9,0.00166793,100000
545,0.285813,14,4328.63,0.00115499,100000
546,0.314732,13,4278.2,0.00155514,100000
547,0.375341,19,4501.16,0.00349896,100000
548,0.383124,20,4473.8,0.00107031,100000
549,0.418739,22,4598.35,0.000571918,100000
550,0.315339,14,4285.71,0.000884874,100000
