update,avgR,doneEps,fps,KL,elite
233,0.00105239,81,4948.4,0.00133278,100000
234,0.000646783,78,4990.37,0.00293945,100000
235,0.000579673,79,4873.9,0.000922871,100000
236,0.00105165,80,4901.97,0.00239646,100000
237,4.31426e-05,79,4962.51,0.00114764,100000
238,0.00109142,82,4979.36,0.00288325,100000
239,0.000667517,79,4960.48,0.00205978,100000
240,0.00149427,79,4945.17,0.00222035,100000
241,0.000872355,76,4880.06,0.00217171,100000
242,0.001294,76,5023.46,0.00197297,100000
243,0.00130464,82,5394.88,0.00150138,100000
244,0.000452746,80,5327.93,0.000519483,100000
245,0.00149957,79,5301.68,0.00245606,100000
246,0.00206948,82,5347.65,0.00155788,100000
247,0.00122579,75,5212.89,0.00261652,100000
248,0.00308,78,5260.47,0.000938152,100000
249,0.00238188,77,5311.79,0.0010148,100000
250,0.00437003,78,5162.95,0.0030324,100000
251,-6.13771e-05,81,5396.37,0.00182803,100000
252,0.00126843,79,5803.63,0.00122994,100000
253,0.000603321,79,6269.86,0.00275138,100000
254,0.00048844,77,6076.76,0.00218465,100000
255,0.000769214,78,6377.61,0.00126315,100000
256,0.000625883,82,6314.73,0.00210263,100000
