update,avgR,doneEps,fps,KL,elite
148,-0.00435947,81,4249.19,0.00207499,100000
149,-0.0052265,88,5243.7,0.000907138,100000
150,-0.00334063,81,5227.98,0.000871373,100000
151,-0.00480677,85,6181.8,0.00152103,100000
152,-0.00562575,88,6289.74,0.00253673,100000
153,-0.00399296,80,6265.41,0.00132105,100000
154,-0.00299975,84,6277.14,0.00321913,100000
155,-0.00428994,83,6242.11,0.00252842,100000
156,-0.00431859,81,6236.84,0.000836863,100000
157,-0.00461963,83,6220.02,-4.07809e-05,100000
158,-0.00446947,87,5934.19,0.000468544,100000
159,-0.0028458,79,5863.69,0.00036971,100000
160,-0.000436955,76,4948.82,0.00310391,100000
161,-0.000860621,82,6021.22,0.00262116,100000
162,-0.00040747,82,5934.95,0.00217438,100000
163,-0.000313762,79,5459.06,0.000780789,100000
164,-0.00267571,81,5853.33,0.00148848,100000
165,-0.00305999,89,5789.11,0.00170545,100000
166,-0.0041889,83,5510.66,0.00231368,100000
167,-0.00422492,83,5767.25,0.000491641,100000
168,-0.00219174,81,6026.4,0.00168338,100000
169,-0.00537137,84,5827.45,0.00202747,100000
170,-0.00141068,84,5978.13,0.00269647,100000
171,0.00180794,80,5125.67,0.00202079,100000
172,-0.00240527,83,4982.96,0.00173535,100000
173,0.00222567,80,5283.38,0.00248389,100000
174,0.00150754,76,5232.38,0.00153738,100000
175,-0.00338866,84,5046.15,0.00237964,100000
176,-0.0045442,81,4343.47,0.00130418,100000
177,0.000501923,82,5168.43,0.00142727,100000
178,0.00168433,77,5787.97,0.00198516,100000
179,-0.00456414,80,6180.74,0.00333594,100000
180,-0.00319409,82,6222.12,0.000143031,100000
181,-0.00408366,83,5573.35,0.00095905,100000
182,0.00130245,77,5572.94,0.0015552,100000
183,0.00107892,80,5144.62,0.00152798,100000
184,-0.00114593,84,5337.09,0.00123572,100000
185,-0.00408377,87,4649.63,0.000220367,100000
186,-0.000562478,76,5813,0.000886706,100000
187,0.000317289,75,5692.83,0.000736281,100000
188,-0.00224339,84,6003.78,0.00205913,100000
189,-0.00366588,82,6142.64,0.001694,100000
190,-0.00428312,85,5863.64,0.00233582,100000
191,-0.00390707,81,5948.6,0.00208279,100000
192,-0.00322904,77,6126.52,0.00110131,100000
193,-0.00436494,85,6111.65,0.00199205,100000
194,-0.00278502,84,6126.51,0.00128208,100000
195,-0.00158476,79,5410.31,0.00280319,100000
196,0.00149384,75,4994.53,0.000358872,100000
197,-0.000723501,80,5559.25,0.00160393,100000
198,0.00220285,77,6099.78,0.00115769,100000
199,-2.6146e-05,76,5639.44,0.00176973,100000
200,-0.000852147,78,5403.06,0.00198993,100000
201,-0.0042562,84,5326.37,0.00150546,100000
202,-0.00323332,80,5312.79,0.00258684,100000
203,-0.00433197,81,5493.16,0.00147672,100000
204,-0.00386874,82,5214.09,0.00117212,100000
205,-0.00401913,81,5130.83,0.000646578,100000
206,-0.00450278,82,5660.88,0.0009384,100000
207,-0.00491332,89,5973.32,0.00231288,100000
208,-0.00325588,80,6184.35,0.00258578,100000
